code,description
DIAGNOSIS//ICD//9//42823,Acute on chronic systolic heart failure
DIAGNOSIS//ICD//9//4259,"Secondary cardiomyopathy, unspecified"
DIAGNOSIS//ICD//9//V1052,Personal history of malignant neoplasm of kidney
DRG//HCFA//261//CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,
DRG//APR//177//CARDIAC PACEMAKER & DEFIBRILLATOR REVISION EXCEPT DEVICE REPLACEMENT,
MEDICATION//START//Furosemide-Heart Failure,
MEDICATION//START//Isosorbide Mononitrate,
MEDICATION//STOP//Furosemide-Heart Failure,
DIAGNOSIS//ICD//9//4148,Other specified forms of chronic ischemic heart disease
DIAGNOSIS//ICD//9//29530,"Paranoid type schizophrenia, unspecified"
DIAGNOSIS//ICD//9//7852,Undiagnosed cardiac murmurs
MEDICATION//STOP//Isosorbide Mononitrate,
LAB//50938//UNK,
MEDICATION//Isosorbide Dinitrate//Administered,
MEDICATION//Isosorbide Dinitrate//Hold Dose,
MEDICATION//HydrALAzine//Delayed ,
MEDICATION//Isosorbide Dinitrate//Delayed ,
MEDICATION//Isosorbide Dinitrate//Not Given,
MEDICATION//Torsemide//Not Given,
MEDICATION//Torsemide//Delayed Administered,
DIAGNOSIS//ICD//9//7530,Renal agenesis and dysgenesis
DIAGNOSIS//ICD//9//V5331,Fitting and adjustment of cardiac pacemaker
DIAGNOSIS//ICD//9//40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
DIAGNOSIS//ICD//9//V8523,"Body Mass Index 27.0-27.9, adult"
DIAGNOSIS//ICD//9//3970,Diseases of tricuspid valve
DRG//HCFA//682//RENAL FAILURE W MCC,
MEDICATION//Isosorbide Mononitrate (Extended Release)//Not Given,
MEDICATION//Furosemide//Stopped - Unscheduled,
DIAGNOSIS//ICD//10//T43505S,"Adverse effect of unspecified antipsychotics and neuroleptics, sequela"
DIAGNOSIS//ICD//10//Z85528,Personal history of other malignant neoplasm of kidney
DIAGNOSIS//ICD//10//I427,Cardiomyopathy due to drug and external agent
DIAGNOSIS//ICD//10//Z95810,Presence of automatic (implantable) cardiac defibrillator
DIAGNOSIS//ICD//10//F200,Paranoid schizophrenia
PROCEDURE//ICD//10//0BH18EZ,"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//4A133B3,"Monitoring of Arterial Pressure, Pulmonary, Percutaneous Approach"
PROCEDURE//ICD//10//4A1239Z,"Monitoring of Cardiac Output, Percutaneous Approach"
PROCEDURE//ICD//10//02HP32Z,"Insertion of Monitoring Device into Pulmonary Trunk, Percutaneous Approach"
MEDICATION//Metolazone//Administered,
MEDICATION//DOPamine//Started,
MEDICATION//DOPamine//Stopped,
MEDICATION//DOBUTamine//Started,
MEDICATION//Midazolam//Stopped - Unscheduled,
MEDICATION//DOBUTamine//Confirmed,
MEDICATION//Vasopressin//Not Started,
MEDICATION//CefTAZidime//Not Given,
MEDICATION//DOBUTamine//Stopped - Unscheduled,
MEDICATION//HydrALAZINE//Hold Dose,
LAB//223764//bpm,
LAB//226092//mmHg,
LAB//223765//bpm,
LAB//224645//mmHg,
LAB//226094//mmHg,
LAB//224646//mmHg,
LAB//224647//bpm,
LAB//223766//mmHg,
LAB//226096//mmHg,
MEDICATION//Zolpidem Tartrate//Administered in Other Location,
MEDICATION//Heparin//Delayed Confirmed,
DIAGNOSIS//ICD//10//Z905,Acquired absence of kidney
DIAGNOSIS//ICD//10//I82622,Acute embolism and thrombosis of deep veins of left upper extremity
DIAGNOSIS//ICD//10//I071,Rheumatic tricuspid insufficiency
DIAGNOSIS//ICD//10//I420,Dilated cardiomyopathy
DIAGNOSIS//ICD//10//T8089XA,"Other complications following infusion, transfusion and therapeutic injection, initial encounter"
DIAGNOSIS//ICD//10//Z4502,Encounter for adjustment and management of automatic implantable cardiac defibrillator
DIAGNOSIS//ICD//10//R112,"Nausea with vomiting, unspecified"
DRG//APR//196//CARDIAC ARREST & SHOCK,
MEDICATION//START//Sacubitril-Valsartan (24mg-26mg),
MEDICATION//Sacubitril-Valsartan (24mg-26mg)//Administered,
MEDICATION//Sacubitril-Valsartan (24mg-26mg)//Hold Dose,
MEDICATION//Sacubitril-Valsartan (24mg-26mg)//Not Given,
MEDICATION//STOP//Sacubitril-Valsartan (24mg-26mg),
MEDICATION//NORepinephrine// in Other Location,
MEDICATION//NORepinephrine//Restarted,
LAB//52014//UNK,Voided Specimen
MEDICATION//DOBUTamine//Restarted,
MEDICATION//DOPamine//Confirmed,
MEDICATION//OLANZapine//Not Given,
DIAGNOSIS//ICD//10//E806,Other disorders of bilirubin metabolism
DIAGNOSIS//ICD//10//I361,Nonrheumatic tricuspid (valve) insufficiency
DIAGNOSIS//ICD//10//I428,Other cardiomyopathies
DIAGNOSIS//ICD//10//R300,Dysuria
MEDICATION//HYDROmorphone (Dilaudid)//Confirmed,
MEDICATION//START//LaMOTrigine,
INFUSION_START//225827,
LAB//229143//UNK,
LAB//229145//UNK,
INFUSION_END//225827,
LAB//229148//UNK,
LAB//229147//UNK,
MEDICATION//START//Insulin Pump (Self Administering Medication),
DIAGNOSIS//ICD//9//99657,Mechanical complication due to insulin pump
DIAGNOSIS//ICD//9//34590,"Epilepsy, unspecified, without mention of intractable epilepsy"
DIAGNOSIS//ICD//9//7916,Acetonuria
DRG//HCFA//919//COMPLICATIONS OF TREATMENT W MCC,
DRG//APR//813//OTHER COMPLICATIONS OF TREATMENT,
MEDICATION//STOP//LaMOTrigine,
MEDICATION//STOP//Insulin Pump (Self Administering Medication),
LAB//51085//N/A,
LAB//53153//N/A,
MEDICATION//START//Vitamin D3,
MEDICATION//Vitamin D3/ placebo//Administered,
MEDICATION//STOP//Vitamin D3,
PROCEDURE//ICD//10//0BBD8ZX,"Excision of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
PROCEDURE//ICD//10//07B74ZX,"Excision of Thorax Lymphatic, Percutaneous Endoscopic Approach, Diagnostic"
LAB//51424//UNK,Immunophenotyping study
MEDICATION//START//Amoxicillin-Clavulanic Acid,
MEDICATION//Benzonatate//Not Given,
DIAGNOSIS//ICD//10//T85694A,"Other mechanical complication of insulin pump, initial encounter"
DIAGNOSIS//ICD//10//J15211,Pneumonia due to Methicillin susceptible Staphylococcus aureus
DIAGNOSIS//ICD//10//D869,"Sarcoidosis, unspecified"
DIAGNOSIS//ICD//10//T383X6A,"Underdosing of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter"
DIAGNOSIS//ICD//10//E1010,Type 1 diabetes mellitus with ketoacidosis without coma
DRG//APR//952//NONEXTENSIVE PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,
MEDICATION//STOP//Amoxicillin-Clavulanic Acid,
LAB//51474//UNK,Eosinophils [Presence] in Urine sediment by Light microscopy
LAB//51903//UNK,PAN1
LAB//51879//N/A,Neisseria gonorrhoeae rRNA [Presence] in Specimen by NAA with probe detection
LAB//51846//N/A,Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection
LAB//51904//UNK,PAN2
LAB//51899//N/A,Trichomonas vaginalis [Presence] in Specimen by Wet preparation
DIAGNOSIS//ICD//9//78609,Other respiratory abnormalities
DIAGNOSIS//ICD//9//7851,Palpitations
MEDICATION//START//Aspirin (Buffered),
MEDICATION//START//Mupirocin Cream 2%,
LAB//224085//UNK,
LAB//227375//UNK,
LAB//223780//UNK,
LAB//224420//Liters,
MEDICATION//START//riluzole,
LAB//227073//UNK,
DIAGNOSIS//ICD//9//72402,"Spinal stenosis, lumbar region, without neurogenic claudication"
DIAGNOSIS//ICD//9//V1202,Personal history of poliomyelitis
DIAGNOSIS//ICD//9//V454,Arthrodesis status
DIAGNOSIS//ICD//9//33520,Amyotrophic lateral sclerosis
DIAGNOSIS//ICD//9//34690,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
DIAGNOSIS//ICD//9//2536,Other disorders of neurohypophysis
DRG//APR//42//DEGENERATIVE NERVOUS SYSTEM DISORDERS EXC MULT SCLEROSIS,
MEDICATION//STOP//Mupirocin Cream 2%,
MEDICATION//STOP//riluzole,
MEDICATION//STOP//Aspirin (Buffered),
PROCEDURE//ICD//9//3328,Open biopsy of lung
PROCEDURE//ICD//9//4011,Biopsy of lymphatic structure
PROCEDURE//ICD//9//4059,Radical excision of other lymph nodes
PROCEDURE//ICD//9//3422,Mediastinoscopy
PROCEDURE//ICD//9//0390,Insertion of catheter into spinal canal for infusion of therapeutic or palliative substances
PROCEDURE//ICD//9//3479,Other repair of chest wall
PROCEDURE//ICD//9//3259,Other and unspecified pneumonectomy
PROCEDURE//ICD//9//3348,Other repair and plastic operations on bronchus
PROCEDURE//ICD//9//3403,Reopening of recent thoracotomy site
DIAGNOSIS//ICD//9//1622,Malignant neoplasm of main bronchus
DIAGNOSIS//ICD//9//V1642,Family history of malignant neoplasm of prostate
DIAGNOSIS//ICD//9//V4561,Cataract extraction status
DIAGNOSIS//ICD//9//33818,Other acute postoperative pain
DIAGNOSIS//ICD//9//V431,Lens replaced by other means
DIAGNOSIS//ICD//9//36250,"Macular degeneration (senile), unspecified"
DIAGNOSIS//ICD//9//51189,"Other specified forms of effusion, except tuberculous"
LAB//50966//ug/mL,PHENobarbital [Mass/volume] in Serum or Plasma
LAB//227460//ug/mL,
DIAGNOSIS//ICD//9//8020,Closed fracture of nasal bones
DIAGNOSIS//ICD//9//E9600,Unarmed fight or brawl
"DRG//HCFA//894//ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",
"DRG//APR//770//DRUG & ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",
LAB//50957//mmol/L,Lithium [Moles/volume] in Serum or Plasma
DIAGNOSIS//ICD//10//F10229,"Alcohol dependence with intoxication, unspecified"
DIAGNOSIS//ICD//10//Z915,Personal history of self-harm
LAB//50874//UNK,
LAB//50980//IU/mL,Rheumatoid factor [Units/volume] in Serum or Plasma
LAB//227588//UNK,
LAB//224010//UNK,
MEDICATION//START//Vecuronium Bromide,
MEDICATION//STOP//Valsartan,
MEDICATION//START//Valsartan,
MEDICATION//STOP//Vecuronium Bromide,
INFUSION_START//225847,aztreonam Injection
INFUSION_END//225847,aztreonam Injection
MEDICATION//STOP//HumaLOG,
MEDICATION//START//HumaLOG,
MEDICATION//START//Dextromethorphan-Guaifenesin (Sugar Free),
DIAGNOSIS//ICD//9//3004,Dysthymic disorder
DIAGNOSIS//ICD//9//2763,Alkalosis
DIAGNOSIS//ICD//9//515,Postinflammatory pulmonary fibrosis
DRG//HCFA//208//RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,
MEDICATION//STOP//Dextromethorphan-Guaifenesin (Sugar Free),
PROCEDURE//ICD//9//3723,Combined right and left heart cardiac catheterization
PROCEDURE//ICD//9//8854,Combined right and left heart angiocardiography
PROCEDURE//ICD//9//8872,Diagnostic ultrasound of heart
LAB//225772//UNK,
LAB//227761//UNK,
LAB//220621//UNK,
LAB//225764//UNK,
PROCEDURE//ICD//9//3596,Percutaneous balloon valvuloplasty
DIAGNOSIS//ICD//9//9982,"Accidental puncture or laceration during a procedure, not elsewhere classified"
DIAGNOSIS//ICD//9//E8706,"Accidental cut, puncture, perforation or hemorrhage during heart catheterization"
MEDICATION//Morphine Sulfate IR//Administered,
MEDICATION//Tiotropium Bromide//Hold Dose,
DIAGNOSIS//ICD//9//9168,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, without mention of infection"
DIAGNOSIS//ICD//9//5168,Other specified alveolar and parietoalveolar pneumonopathies
DIAGNOSIS//ICD//9//V8542,"Body Mass Index 45.0-49.9, adult"
DIAGNOSIS//ICD//9//45981,"Venous (peripheral) insufficiency, unspecified"
DIAGNOSIS//ICD//9//E9289,Unspecified accident
DIAGNOSIS//ICD//9//8449,Sprains and strains of unspecified site of knee and leg
DIAGNOSIS//ICD//9//3940,Mitral stenosis
DIAGNOSIS//ICD//9//V8801,Acquired absence of both cervix and uterus
PROCEDURE//ICD//9//0221,Insertion or replacement of external ventricular drain [EVD]
LAB//223931//UNK,
LAB//223930//UNK,
LAB//227985//UNK,
LAB//223932//UNK,
LAB//223926//UNK,
SUBJECT_FLUID_OUTPUT//226606//ml,
LAB//220765//mmHg,
LAB//226130//UNK,
LAB//229243//UNK,
LAB//227363//UNK,
LAB//226134//UNK,
LAB//226133//UNK,
LAB//226129//UNK,
PROCEDURE//START//226124,Introduction of intracranial pressure catheter
LAB//227066//mmHg,
LAB//223768//mmHg,
LAB//223767//mmHg,
LAB//227717//mmHg,
LAB//223925//UNK,
LAB//227716//mmHg,
LAB//226131//UNK,
LAB//227187//cmH2O,
PROCEDURE//ICD//9//8841,Arteriography of cerebral arteries
PROCEDURE//ICD//9//3972,Endovascular (total) embolization or occlusion of head and neck vessels
PROCEDURE//START//226475,Insertion of catheter into brain ventricle
PROCEDURE//END//226475,Insertion of catheter into brain ventricle
MEDICATION//START//Racepinephrine,
LAB//224375//UNK,
LAB//227131//UNK,
PROCEDURE//END//226124,Introduction of intracranial pressure catheter
MEDICATION//STOP//Racepinephrine,
MEDICATION//LeVETiracetam//Not Given,
MEDICATION//Phenazopyridine//Not Given,
DIAGNOSIS//ICD//9//48242,Methicillin resistant pneumonia due to Staphylococcus aureus
DIAGNOSIS//ICD//9//31401,Attention deficit disorder with hyperactivity
DIAGNOSIS//ICD//9//430,Subarachnoid hemorrhage
DRG//HCFA//20//INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,
PROCEDURE//ICD//9//0159,Other excision or destruction of lesion or tissue of brain
PROCEDURE//ICD//9//9359,"Other immobilization, pressure, and attention to wound"
MEDICATION//START//Propranolol,
MEDICATION//START//Fluticasone-Salmeterol Diskus (250/50) ,
MEDICATION//START//Clevidipine,
MEDICATION//STOP//Clevidipine,
MEDICATION//Fluticasone-Salmeterol Diskus (250/50) //Not Given,
MEDICATION//Propranolol//Administered,
MEDICATION//Fluticasone-Salmeterol Diskus (250/50) //Administered,
DIAGNOSIS//ICD//9//4373,"Cerebral aneurysm, nonruptured"
MEDICATION//STOP//Fluticasone-Salmeterol Diskus (250/50) ,
MEDICATION//STOP//Propranolol,
PROCEDURE//ICD//10//3E04317,"Introduction of Other Thrombolytic into Central Vein, Percutaneous Approach"
LAB//224702//cmH2O,
MEDICATION//Alteplase//Started,
INFUSION_START//221319,alteplase Injection
MEDICATION//Midazolam//Administered Bolus from IV Drip,
MEDICATION//Alteplase//Stopped,
INFUSION_END//221319,alteplase Injection
MEDICATION//Calcium Replacement (Oncology)//Administered,
MEDICATION//EPINEPHrine//Confirmed,
MEDICATION//Calcium Gluconate sliding scale (Critical Care-Ionized calcium)//Not Given per Sliding Scale,
MEDICATION//START//Acetylcysteine (IV),
LAB//50871//UNK,
LAB//50876//UNK,
MEDICATION//Acetylcysteine (IV)//Started,
MEDICATION//STOP//Acetylcysteine (IV),
MEDICATION//Acetylcysteine (IV)//Stopped,
MEDICATION//EPINEPHrine//Stopped,
MEDICATION//Acetylcysteine (IV)//Confirmed,
MEDICATION//Midazolam//UNK,
MEDICATION//Norepinephrine//UNK,
PROCEDURE//ICD//10//0CJS8ZZ,"Inspection of Larynx, Via Natural or Artificial Opening Endoscopic"
MEDICATION//START//Perphenazine,
MEDICATION//Perphenazine//Not Given,
MEDICATION//Perphenazine//Administered,
MEDICATION//Dexmedetomidine//Stopped,
MEDICATION//CloniDINE//Administered,
MEDICATION//Topiramate (Topamax)// in Other Location,
MEDICATION//Perphenazine// in Other Location,
LAB//225740//UNK,
MEDICATION//UNK//Stopped - Unscheduled in Other Location,
MEDICATION//CloniDINE//Not Given,
MEDICATION//Prazosin//Not Given,
MEDICATION//START//Prazosin,
DIAGNOSIS//ICD//10//F28,Other psychotic disorder not due to a substance or known physiological condition
DIAGNOSIS//ICD//10//F319,"Bipolar disorder, unspecified"
DIAGNOSIS//ICD//10//K047,Periapical abscess without sinus
DIAGNOSIS//ICD//10//F5001,"Anorexia nervosa, restricting type"
DIAGNOSIS//ICD//10//E038,Other specified hypothyroidism
DIAGNOSIS//ICD//10//R1312,"Dysphagia, oropharyngeal phase"
DIAGNOSIS//ICD//10//F514,Sleep terrors [night terrors]
DIAGNOSIS//ICD//10//F1220,"Cannabis dependence, uncomplicated"
DIAGNOSIS//ICD//10//T17920A,"Food in respiratory tract, part unspecified causing asphyxiation, initial encounter"
DIAGNOSIS//ICD//10//T4275XA,"Adverse effect of unspecified antiepileptic and sedative-hypnotic drugs, initial encounter"
DIAGNOSIS//ICD//10//R490,Dysphonia
DIAGNOSIS//ICD//10//I4581,Long QT syndrome
DIAGNOSIS//ICD//10//Z1639,Resistance to other specified antimicrobial drug
DIAGNOSIS//ICD//10//I2602,Saddle embolus of pulmonary artery with acute cor pulmonale
DIAGNOSIS//ICD//10//F603,Borderline personality disorder
MEDICATION//STOP//Prazosin,
MEDICATION//STOP//Perphenazine,
PROCEDURE//ICD//10//0W9D3ZZ,"Drainage of Pericardial Cavity, Percutaneous Approach"
LAB//51438//#/uL,Erythrocytes [#/volume] in Body fluid
PROCEDURE//START//227714,Removal of drain
PROCEDURE//END//227714,Removal of drain
DIAGNOSIS//ICD//10//L930,Discoid lupus erythematosus
DIAGNOSIS//ICD//10//Z8781,Personal history of (healed) traumatic fracture
DIAGNOSIS//ICD//10//I9589,Other hypotension
DIAGNOSIS//ICD//10//I308,Other forms of acute pericarditis
DIAGNOSIS//ICD//10//Z8639,"Personal history of other endocrine, nutritional and metabolic disease"
LAB//50892//U/mL,Cancer Ag 125 [Units/volume] in Serum or Plasma
PROCEDURE//ICD//9//8842,Aortography
PROCEDURE//ICD//9//3979,Other endovascular procedures on other vessels
PROCEDURE//ICD//9//8847,Arteriography of other intra-abdominal arteries
MEDICATION//START//BuPROPion,
MEDICATION//Verapamil//Not Given,
MEDICATION//BuPROPion//Not Given,
MEDICATION//START//Hydroxychloroquine Sulfate,
MEDICATION//Verapamil SR//Administered,
MEDICATION//BuPROPion//Administered,
MEDICATION//Hydroxychloroquine Sulfate//Not Given,
MEDICATION//STOP//Verapamil SR,
MEDICATION//START//Verapamil SR,
PROCEDURE//START//225457,Diagnostic radiography of abdomen
PROCEDURE//END//225457,Diagnostic radiography of abdomen
MEDICATION//Caphosol//Administered,
MEDICATION//Hydroxychloroquine Sulfate//Administered,
MEDICATION//START//Caphosol,
MEDICATION//Caphosol//Not Given,
MEDICATION//STOP//Hydroxychloroquine Sulfate,
MEDICATION//Caphosol//Delayed Administered,
MEDICATION//Enoxaparin Sodium//Delayed Administered,
MEDICATION//Metoclopramide//Delayed Administered,
MEDICATION//Methylnaltrexone//Not Given,
MEDICATION//TraZODone//Not Given,
MEDICATION//Potassium Chloride (Powder)//Partial Administered,
MEDICATION//Levofloxacin//Not Given,
DIAGNOSIS//ICD//9//79021,Impaired fasting glucose
DIAGNOSIS//ICD//9//E8708,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care"
DIAGNOSIS//ICD//9//56409,Other constipation
DIAGNOSIS//ICD//9//2410,Nontoxic uninodular goiter
DIAGNOSIS//ICD//9//1551,Malignant neoplasm of intrahepatic bile ducts
DIAGNOSIS//ICD//9//44329,Dissection of other artery
DIAGNOSIS//ICD//9//V667,Encounter for palliative care
DIAGNOSIS//ICD//9//70400,"Alopecia, unspecified"
DIAGNOSIS//ICD//9//V8541,"Body Mass Index 40.0-44.9, adult"
DIAGNOSIS//ICD//9//1985,Secondary malignant neoplasm of bone and bone marrow
MEDICATION//STOP//BuPROPion,
MEDICATION//STOP//Caphosol,
PROCEDURE//ICD//9//7745,"Biopsy of bone, femur"
LAB//51426//UNK,Lambda lymphocytes/100 lymphocytes in Specimen
LAB//51425//UNK,Kappa lymphocytes/100 lymphocytes in Body fluid
LAB//51412//UNK,CD5 cells/100 cells in Body fluid
LAB//51411//UNK,CD45 (Lymphs) cells/100 cells in Body fluid
LAB//51388//UNK,CD10 cells/100 cells in Body fluid
LAB//51398//UNK,CD19 cells/100 cells in Body fluid
LAB//51400//UNK,CD20 cells/100 cells in Body fluid
MEDICATION//START//Chlorthalidone,
MEDICATION//START//Oxycodone SR (OxyconTIN),
MEDICATION//STOP//Oxycodone SR (OxyconTIN),
MEDICATION//START//Pamidronate,
MEDICATION//START//Cepacol (Menthol),
MEDICATION//STOP//Pamidronate,
MEDICATION//START//Nystatin,
MEDICATION//STOP//Cepacol (Menthol),
PROCEDURE//ICD//9//7855,"Internal fixation of bone without fracture reduction, femur"
MEDICATION//START//Magnesium Sulfate Replacement (Oncology),
LAB//51213//ug/mL,Fibrin+Fibrinogen fragments [Mass/volume] in Platelet poor plasma
MEDICATION//STOP//Nystatin,
PROCEDURE//ICD//9//9925,Injection or infusion of cancer chemotherapeutic substance
MEDICATION//START//CARBOplatin,
MEDICATION//STOP//CARBOplatin,
MEDICATION//STOP//Chlorthalidone,
MEDICATION//START//Vitamin A,
MEDICATION//START//Ascorbic Acid,
DIAGNOSIS//ICD//9//1987,Secondary malignant neoplasm of adrenal gland
DIAGNOSIS//ICD//9//2853,Antineoplastic chemotherapy induced anemia
DIAGNOSIS//ICD//9//70723,"Pressure ulcer, stage III"
DIAGNOSIS//ICD//9//46400,Acute laryngitis without mention of obstruction
DIAGNOSIS//ICD//9//70703,"Pressure ulcer, lower back"
DIAGNOSIS//ICD//9//1980,Secondary malignant neoplasm of kidney
DIAGNOSIS//ICD//9//78652,Painful respiration
DIAGNOSIS//ICD//9//1991,Other malignant neoplasm without specification of site
DIAGNOSIS//ICD//9//1970,Secondary malignant neoplasm of lung
DIAGNOSIS//ICD//9//E9331,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use
DIAGNOSIS//ICD//9//V1042,Personal history of malignant neoplasm of other parts of uterus
